ds,yhat,yhat_lower,yhat_upper,y,cutoff
2007-09-28,1.5003220886692845,1.467951898319033,1.5333528581691664,1.5287517524103649,2007-09-27
2007-10-01,1.484342100394334,1.452515932753518,1.5162442153767206,1.5472796738507744,2007-09-27
2007-10-02,1.4876965120688235,1.454336262356274,1.521082197789628,1.5606856894775696,2007-09-27
2007-10-03,1.499192518307582,1.4680098284082792,1.530851552624449,1.5573354745711603,2007-09-27
2007-10-04,1.509356328059247,1.475778651886642,1.543234181173399,1.5466400223288874,2007-09-27
2007-10-05,1.5063479657119594,1.46995280354488,1.539864922057224,1.5794425353391401,2007-09-27
2007-10-08,1.4754126824398806,1.4375077530319067,1.510549662888465,1.6186747537332893,2007-09-27
2007-10-09,1.4667513229317872,1.4279812162691634,1.5027531278664321,1.6183768750206444,2007-09-27
2007-10-10,1.4678031814842514,1.4301823627728134,1.5062776396377509,1.6119825085054502,2007-09-27
2007-10-11,1.4727008076557857,1.4366045051329779,1.51443688261748,1.5842617272834036,2007-09-27
2007-10-12,1.4714640401320382,1.4308367677332885,1.5149419742551098,1.6147364836941571,2007-09-27
2007-10-15,1.4724282064898317,1.4328161948247007,1.5131269722771594,1.6131206028258152,2007-09-27
2007-10-16,1.4736467313644541,1.429219385201318,1.5156375267705935,1.6285714162313452,2007-09-27
2007-10-17,1.4830721268256175,1.4356483318388709,1.5277685982646094,1.6470922364881382,2007-09-27
2007-10-18,1.4964973781389725,1.4466400284920513,1.5453140805019099,1.6514242678854956,2007-09-27
2007-10-19,1.505273031404319,1.4552109082381741,1.5564537999389643,1.633512911631928,2007-09-27
2007-10-22,1.5414908115447552,1.4898558518036784,1.5947801409639093,1.6563685912633959,2007-09-27
2007-10-23,1.5524504496439078,1.4966831133697283,1.6102229612141308,1.7218532760504148,2007-09-27
2007-10-24,1.5701814261509905,1.504792464648519,1.6337741251577313,1.7206169720176916,2007-09-27
2007-10-25,1.5902320335493483,1.5221758918713144,1.65154244790155,1.7035296815707954,2007-09-27
2007-10-26,1.6029216855828647,1.5322176909654381,1.6766992151807047,1.7139797451315575,2007-09-27
2007-10-29,1.6293572674808048,1.5534062768088135,1.7126164984344636,1.71608879394218,2007-09-27
2007-10-30,1.6346200209873851,1.549216864000658,1.7157330573969738,1.7263551457387791,2007-09-27
2007-10-31,1.6504420417187307,1.566466225240731,1.7406775855737657,1.7420076463905352,2007-09-27
2007-11-01,1.6739073869523975,1.5828297969876708,1.7759001696488186,1.7287052043811237,2007-09-27
2007-11-02,1.694547988103502,1.5933751553438056,1.7985103267113016,1.7309969723639271,2007-09-27
2007-11-05,1.7453546153261896,1.641540988948884,1.8607761059720824,1.7219605714609034,2007-09-27
2007-11-06,1.7497813324553515,1.6318952788689371,1.8684143623415734,1.7516477164148962,2007-09-27
2007-11-07,1.7586772135039512,1.6347461662678797,1.8879496507532287,1.7226047835841816,2007-09-27
2007-11-08,1.770680566721636,1.632899920630419,1.9076431221377208,1.6627149785064383,2007-09-27
2007-11-09,1.7786310206453224,1.6373041949199427,1.9272799367058726,1.6034318866503807,2007-09-27
2007-11-12,1.8218387803655411,1.6728451418898795,1.9749939606372662,1.5306396744309398,2007-09-27
2007-11-13,1.8362629545895794,1.6833912589154836,2.0018635048305486,1.6308100464081607,2007-09-27
