horizon,mse,rmse,mae,mape,mdape,smape,coverage
179 days,0.12666502684000336,0.3559003046360081,0.2838162359684872,0.0687247708983158,0.048737054779424416,0.06893706978061188,0.6673145933014354
180 days,0.1267094668816198,0.35596273243363524,0.28378620163022056,0.06870799689729336,0.04876630909121469,0.06894789403102211,0.6729964114832536
181 days,0.12807207387079833,0.3578715885213554,0.2851853663040966,0.0690364191446814,0.04871962428881212,0.06927562630608725,0.6759120813397129
182 days,0.12997503524009008,0.3605205059911157,0.2873663708988927,0.06955266867526519,0.04876630909121469,0.06983394299354992,0.6778558612440192
183 days,0.1299506844701363,0.36048673272415493,0.2873848804128569,0.0695260248826163,0.04902858352439679,0.06980077694072985,0.680965909090909
184 days,0.13049228567287774,0.3612371598726766,0.28768125148880885,0.06956224843331708,0.04876630909121469,0.06983566908842408,0.6839488636363636
185 days,0.13276496962377748,0.3643692764542278,0.2899883220192455,0.07008764997164108,0.048853322718747955,0.07042460973615482,0.6844348086124402
186 days,0.13439814163432431,0.3666035210337243,0.2915981374576362,0.07044030694311931,0.04946486497979444,0.0708327899576065,0.6857805023923444
187 days,0.13513725975359528,0.3676102008290783,0.29145171846209617,0.07038127539953441,0.04902858352439679,0.07081255829291794,0.6914623205741627
188 days,0.13703690659383053,0.3701849626792403,0.2925234651465278,0.0706186870537286,0.049232678954970986,0.07105040359980579,0.6957984449760766
189 days,0.13897921758757084,0.37279916521844686,0.2941126244945328,0.07097739382855689,0.04865220703522326,0.07145767058634524,0.6984150717703349
190 days,0.13873337911404734,0.372469299559101,0.293461435228619,0.07079043564379063,0.04865220703522326,0.07125826083990804,0.7022727272727273
191 days,0.139240715245619,0.37314972229068993,0.29324640221630177,0.07070484055424259,0.0487488786006024,0.07114546824935111,0.7045454545454546
192 days,0.14199580091191372,0.37682330197575853,0.29543209031340023,0.07121040666921295,0.048569382676024425,0.07169202621864469,0.7043211722488039
193 days,0.1438306944043716,0.3792501739015707,0.2967602248271402,0.07150159699626696,0.04905741814932216,0.07203438637845902,0.7056668660287081
194 days,0.14444644300654386,0.3800611043063258,0.2961351314109494,0.07132022226841973,0.04853491074348755,0.07188311712818862,0.7120962918660287
195 days,0.14652885212979558,0.3827908725790044,0.2970295489596784,0.07151738603062426,0.04853168858433382,0.07206338807144617,0.715011961722488
196 days,0.14909487884314018,0.3861280601602792,0.2989831459681994,0.07199939740756812,0.04853491074348755,0.07255532105300189,0.716880980861244
197 days,0.1494415435912685,0.3865766982000706,0.2987550103938487,0.07192991747818059,0.04853491074348755,0.07243919457870045,0.7205965909090909
198 days,0.15046015328138027,0.38789193505586095,0.2987794639587886,0.07190387157353219,0.04853168858433382,0.07238149957600909,0.7215909090909091
199 days,0.15342496623664337,0.3916949913346396,0.30086330943470085,0.07235037836900532,0.04853168858433382,0.0728954746824235,0.7227870813397129
200 days,0.15534506638788717,0.3941383848191992,0.3020595780254035,0.0725654644669857,0.04853491074348755,0.07317010331802905,0.7248803827751197
201 days,0.1557478213635353,0.3946489850025403,0.3013565253336162,0.07232309111398524,0.047735024115650906,0.07297722592146295,0.7298893540669856
202 days,0.15765835403912434,0.39706215387408095,0.30210980298181045,0.07244598540108045,0.04747150987475159,0.07310490400960565,0.7313845693779905
203 days,0.16031612227938297,0.4003949578595901,0.3040719370513299,0.07289708216133911,0.04747150987475159,0.07359103583885526,0.7310107655502392
204 days,0.16078763425040507,0.4009833341304911,0.3042399812207375,0.07292111874031738,0.04853168858433382,0.07356872622738987,0.7333806818181817
205 days,0.16148168660967765,0.40184784012070746,0.3042304121714714,0.07287704368189864,0.047735024115650906,0.07349856652102368,0.7357954545454546
206 days,0.1645592482211222,0.4056590295076916,0.3063516273707661,0.07335376261172268,0.046821618304250676,0.07403789912419942,0.7369916267942584
207 days,0.16655219713564612,0.40810807041229424,0.30798200861053865,0.07371241143098618,0.046821618304250676,0.07445378702564684,0.739084928229665
208 days,0.16709518000255477,0.4087727730690423,0.3075628897491206,0.07358701455852619,0.045315683740937016,0.07435932171689213,0.7440938995215312
209 days,0.1691270080809342,0.4112505417393808,0.3085266486082423,0.0738026948640954,0.04509661779262355,0.07456009181808915,0.745589114832536
210 days,0.17137839402840543,0.4139787362032082,0.3102315194529642,0.0742032424909943,0.045816723368378,0.07499091017273123,0.7452153110047847
211 days,0.17112969147835222,0.4136782463199536,0.30957501199806164,0.07401089301796698,0.045816723368378,0.07475337961296041,0.7475852272727272
212 days,0.17153926652974677,0.41417299106743644,0.309296507731443,0.07391329813670598,0.044272661460234924,0.07462060366999823,0.75
213 days,0.17448684044813884,0.4177162199964694,0.31135981279510727,0.0744050548373023,0.04499317172416793,0.07516302142358863,0.7511961722488039
214 days,0.17597438430106813,0.4194930086438487,0.31271848870314417,0.07471758046944597,0.04499317172416793,0.0755221031499353,0.7532894736842105
215 days,0.17578043605653595,0.4192617750958653,0.3120680140251252,0.07456041937902069,0.04309315172487483,0.07537662985185142,0.7582984449760766
216 days,0.17723200346464363,0.42098931514308485,0.31275982710714034,0.07473699998969387,0.04201149520776813,0.07550369930352505,0.7597936602870814
217 days,0.1792123856786476,0.42333483872538485,0.31448980589651304,0.07516487370363446,0.0432002279867823,0.07593381772685992,0.7594198564593302
218 days,0.17892510141507484,0.4229953917184853,0.3143414331241251,0.07511597235267863,0.044272661460234924,0.07582059817897834,0.7617897727272727
219 days,0.17947291450523173,0.4236424370919794,0.3145516429398164,0.0751480113692038,0.0424342334379496,0.07581511869219247,0.7642045454545454
220 days,0.182539164720442,0.4272460236449744,0.3171218032098126,0.07578124885401744,0.042690022571387945,0.07650460259373436,0.7647278708133971
221 days,0.18417774165635492,0.4291593429675683,0.31901486142968677,0.07624064193073238,0.04499317172416793,0.07700932800978323,0.7654007177033493
222 days,0.18358868851383275,0.4284725061352627,0.3184107765753599,0.0761053722049285,0.045212237672481406,0.07687630392424917,0.7696620813397129
223 days,0.18429809945640824,0.42929954513883223,0.31892619846616543,0.07624044189988871,0.04528751876597772,0.07695655433300357,0.7711572966507177
224 days,0.18525614238967858,0.43041391983726385,0.32020993754696647,0.07656724127952498,0.04499317172416793,0.07728214102371674,0.770035885167464
225 days,0.1846739804504536,0.42973710620617067,0.32015919239164803,0.07654183294538854,0.04545524000574523,0.07719826778174661,0.7709517045454546
226 days,0.18568809060109165,0.43091541002973155,0.3209422297284447,0.07673044327320545,0.046027445317069544,0.07734174500703704,0.7720170454545454
227 days,0.18887020310383756,0.43459199613411836,0.32385732721563565,0.07746550975161656,0.04568990176639646,0.0781349378610655,0.7718301435406698
228 days,0.19038704549341642,0.4363336401120322,0.32593841881763486,0.07797113928248264,0.046095216691530175,0.07870591282255374,0.7725029904306221
229 days,0.18937294955613754,0.43517002373341107,0.32520499607617404,0.07781400594541649,0.0463929720440767,0.07854525894102792,0.7767643540669856
230 days,0.18983553273659934,0.43570119662057316,0.32523306861675416,0.07785094820126048,0.04609700950945995,0.07850487459528122,0.7790071770334929
231 days,0.19121869526545543,0.43728559919743004,0.3262734808174479,0.07812550695273196,0.04609700950945995,0.07878135260421909,0.7785586124401913
232 days,0.19078835781497655,0.43679326667770024,0.32578511535673516,0.07800418943526954,0.045798952351735964,0.07860721481746345,0.7794744318181818
233 days,0.19151543154502387,0.43762476111964216,0.3259391580115427,0.07805020134246204,0.04555892729568034,0.07861179749165742,0.7798295454545454
234 days,0.19441344269278824,0.44092339776064077,0.32805186527688857,0.07860639310514349,0.04592966684294614,0.07922007245715719,0.7803528708133971
235 days,0.19532522916281375,0.44195613941070416,0.329069054227193,0.07886522716822746,0.04682013851333863,0.07953106529955664,0.7817733253588517
236 days,0.19405536296923442,0.4405171540011063,0.32725570176048985,0.0784626114164329,0.0465308359502805,0.07911113470723645,0.7860346889952153
237 days,0.19492643589538317,0.44150474051292266,0.32680514757619633,0.07840716049176479,0.04612637994696974,0.07896791301906009,0.7875299043062202
238 days,0.19623320710394834,0.44298217470226536,0.3271676104348453,0.07853886923152097,0.046274002643859724,0.07908481369371366,0.7870813397129186
239 days,0.19574141426434918,0.44242673321618936,0.32656935008019655,0.07843210816293276,0.04620485220895268,0.07889595834879944,0.7879971590909091
240 days,0.19702794686986727,0.44387830186872984,0.3267439879675042,0.07853117114380859,0.04623517930214256,0.07892297549009285,0.7883522727272727
241 days,0.20066910649806974,0.4479610546666638,0.32882112186264223,0.07909318734866363,0.046274002643859724,0.07953001031225523,0.7882027511961723
242 days,0.20193644253326506,0.4493733887684773,0.3299630228468127,0.07938505287859877,0.0465308359502805,0.07987526349336681,0.7888755980861244
243 days,0.20058006738529863,0.4478616609906441,0.3281455411242696,0.07898048572647706,0.04647185173947985,0.07946063749903222,0.793136961722488
244 days,0.20152507459409652,0.4489154425881299,0.32775164885956837,0.07894761041824347,0.046274002643859724,0.07934116315273478,0.7932117224880383
245 days,0.20262621237194656,0.4501402141243843,0.328128117554657,0.07908261192489617,0.0463602762635668,0.07946249189399593,0.7927631578947367
246 days,0.20129999493360903,0.4486646798374138,0.3270841548026534,0.07884417544760994,0.04643915595896994,0.07914913075533879,0.7950994318181818
247 days,0.20156992529482534,0.44896539431767496,0.326928295574436,0.07884180284771389,0.0463602762635668,0.07908849617509663,0.7954545454545454
248 days,0.20463152677720933,0.452362163290885,0.3291817216506705,0.07944664608000329,0.0465308359502805,0.0797611178290548,0.795305023923445
249 days,0.20578880908056219,0.45363951446116574,0.3304563325353445,0.07976875982687172,0.04777539768229629,0.08014821766247035,0.7959778708133971
250 days,0.2043526820603321,0.45205384862904563,0.3284050645903718,0.07929599936344499,0.04765351448171565,0.07967500779207728,0.8016596889952153
251 days,0.20538384213426986,0.45319294139943295,0.32792728097087037,0.0792226714922808,0.048039875102539306,0.0795255640047588,0.8045753588516746
252 days,0.20661275168395654,0.45454675412322165,0.32843793583192316,0.07936023663897092,0.048114324027714886,0.07967337136853275,0.8055472488038277
253 days,0.20539094952300305,0.45320078279169274,0.3275900195133525,0.07914715443575608,0.048402416981676466,0.07941265083161306,0.8078835227272727
254 days,0.20532702645206402,0.45313025329596346,0.32700256452299326,0.07902728164222704,0.048039875102539306,0.07925315114152452,0.8082386363636364
255 days,0.20788208258523735,0.4559408761947511,0.32845704929316666,0.07943444699158903,0.04826823201245847,0.07973342479009465,0.808089114832536
256 days,0.20898876450973972,0.4571528896438693,0.3293085859277321,0.07965455253058626,0.04851029015031098,0.08000735424858642,0.808761961722488
257 days,0.20751986965175534,0.4555434882113401,0.32721297893833623,0.07917452806387432,0.04826823201245847,0.07952221426872262,0.8130233253588517
258 days,0.2079088139928655,0.4559701898072565,0.3264345466015336,0.07900917610307184,0.04777539768229629,0.07930268175236878,0.815938995215311
259 days,0.20969744496949996,0.45792733590549056,0.32742143482095476,0.07926176617288985,0.048039875102539306,0.07957153062521138,0.816910885167464
260 days,0.20902298804816663,0.45719031928526943,0.32704929727364335,0.07917318776373666,0.04851029015031098,0.07943432768554126,0.8192471590909091
261 days,0.20921834528229583,0.4574039191811717,0.32667264130314844,0.07911013147933613,0.048426023751257916,0.07933504781715152,0.8196022727272727
262 days,0.21177455259979852,0.4601896919747318,0.3282245086372014,0.07953783255109577,0.04861437456142097,0.07983913843131552,0.8194527511961723
263 days,0.21285741653371482,0.46136473265055145,0.329290836259121,0.07980051928311864,0.04916326266804072,0.08016333191164894,0.8215460526315789
264 days,0.21127488667307726,0.4596464801051752,0.32718183162562436,0.07930657228508271,0.04884929416256251,0.07967024357491606,0.8272278708133971
