Date,Actual,Forecast
2021-07-21,113.92601013183594,104.33161750276801
2021-07-22,113.45030212402344,104.36701754773597
2021-07-23,113.958251953125,104.10566856878697
2021-07-26,115.11125946044922,103.86083601686533
2021-07-27,115.09510040283205,103.97884603305502
2021-07-28,114.30496215820312,101.25602624241279
2021-07-29,114.43396759033205,101.51309063923622
2021-07-30,113.65189361572266,103.2905231971172
2021-08-02,114.02277374267578,102.95610506626564
2021-08-03,116.1593780517578,102.95424663274969
2021-08-04,115.1031494140625,102.80680685849792
2021-08-05,115.11125946044922,102.63166001143925
2021-08-06,116.17550659179688,102.39243467370845
2021-08-09,115.19685363769533,102.15497552004261
2021-08-10,115.30287170410156,101.93210134762347
2021-08-11,115.91455078125,101.62689455645481
2021-08-12,116.68113708496094,101.4332810726091
2021-08-13,116.7708511352539,101.26254096284602
2021-08-16,117.10525512695312,100.97772334850471
2021-08-17,116.15104675292967,100.80028904562202
2021-08-18,113.74517059326172,100.68944266576268
2021-08-19,112.56260681152344,100.76542757910889
2021-08-20,113.4515609741211,100.80086515538991
2021-08-23,113.86750030517578,100.50167035862819
2021-08-24,114.04692840576172,100.38838523435
2021-08-25,114.063232421875,100.4074791113461
2021-08-26,113.18242645263672,100.58013831544709
2021-08-27,113.69623565673828,100.61558536590016
2021-08-30,113.3373794555664,100.34629851970551
2021-08-31,114.45468139648438,100.40138495578552
2021-09-01,113.60650634765624,100.55528654166078
2021-09-02,114.18555450439452,100.76952519183462
2021-09-03,113.83486938476562,100.80253522351121
2021-09-06,113.2150535583496,101.05701495637726
2021-09-07,112.5952377319336,101.28602059255324
2021-09-08,113.0927276611328,101.42001485231812
2021-09-09,112.3342742919922,101.45015373084641
2021-09-10,111.74705505371094,101.27516782251259
2021-09-13,112.66861724853516,101.47570777245559
2021-09-14,111.09461975097656,101.66627245140751
2021-09-15,111.89386749267578,101.69460047293343
2021-09-16,111.26587677001952,101.65600011518431
2021-09-17,110.2872314453125,101.5467113995116
2021-09-20,109.53691864013672,102.20157682306521
2021-09-21,108.4440689086914,102.32112311214401
2021-09-22,109.79788970947266,102.22771088409182
2021-09-23,111.5105438232422,102.13000126127133
2021-09-24,112.13037109375,102.05188876407938
2021-09-27,113.00302124023438,102.58481790891703
2021-09-28,112.11406707763672,102.5577338103058
2021-09-29,113.5086898803711,102.39898541715664
2021-09-30,113.30477142333984,102.33027432134453
2021-10-01,116.88504791259766,102.29170552036564
2021-10-04,117.5293197631836,102.5079910594153
2021-10-05,116.74639892578124,102.4507116586892
2021-10-06,116.10212707519533,102.36705334945042
2021-10-07,115.65354919433594,102.3587908284477
2021-10-08,116.80348205566406,102.22185950361381
2021-10-11,116.15921783447266,101.38730124583014
2021-10-12,114.56072998046876,101.1126445956492
2021-10-13,114.79723358154295,100.89598480290617
2021-10-14,116.94214630126952,100.73037137709517
2021-10-15,117.93711853027344,100.36289733238355
2021-10-18,116.06951141357422,99.2110132805996
2021-10-19,115.7922134399414,99.07604974727886
2021-10-20,115.72693634033205,98.95900177722197
2021-10-21,104.65989685058594,98.77204677492641
2021-10-22,104.29290771484376,98.3052104570304
2021-10-25,104.09716796875,97.31526486793484
2021-10-26,103.6812515258789,97.32824151817405
2021-10-27,102.08274841308594,97.28538854105116
2021-10-28,102.6291732788086,94.46196530648815
2021-10-29,102.02566528320312,94.57230316561707
2021-11-01,102.98802185058594,96.59181058772833
2021-11-02,102.90647888183594,96.79440939613497
2021-11-03,103.6812515258789,96.89659419089618
2021-11-04,103.09331512451172,96.95712861734205
2021-11-05,105.4477767944336,96.92438404041164
2021-11-08,106.24111938476562,97.49644604928524
2021-11-09,104.468994140625,97.59483099762936
2021-11-10,103.92440032958984,97.550970158744
2021-11-11,103.96761322021484,97.55211491148293
2021-11-12,102.83519744873048,97.55903037070767
2021-11-15,102.75739288330078,97.99905147797419
2021-11-16,102.40296173095705,97.99310141305614
2021-11-17,102.05718994140624,97.96961541050412
2021-11-18,100.84695434570312,98.10761862761795
2021-11-19,100.31964111328124,98.25103755984675
2021-11-22,100.68270111083984,98.40467533729229
2021-11-23,100.95934295654295,98.29627600319223
2021-11-24,100.90747833251952,98.27139730057854
2021-11-25,100.50982284545898,98.43530570748993
2021-11-26,100.11216735839844,98.53809587366091
2021-11-29,102.4375457763672,98.43409060637295
2021-11-30,101.22731018066406,98.41947636746339
2021-12-01,101.07170867919922,98.51645124002293
2021-12-02,101.05442810058594,98.73385327860102
2021-12-03,102.7314453125,98.8132939096575
2021-12-06,103.65643310546876,99.03078601537095
2021-12-07,105.1000518798828,99.22894620455386
2021-12-08,106.34486389160156,99.38233868858771
2021-12-09,106.82032012939452,99.45451873395463
2021-12-10,107.2698211669922,99.28284057314974
2021-12-13,105.9645004272461,99.2052176217513
2021-12-14,106.98455810546876,99.35670228704232
2021-12-15,106.42268371582033,99.37427640465134
2021-12-16,108.86043548583984,99.28677534676261
2021-12-17,110.13117218017578,99.0502554982253
2021-12-20,109.83724975585938,99.3161180416322
2021-12-21,111.48835754394533,99.42740336897067
