Date,Actual,Forecast
2021-07-21,272.21575927734375,266.8358806516438
2021-07-22,276.80108642578125,267.1664649851689
2021-07-23,280.21588134765614,267.3892524420955
2021-07-26,279.6160888671875,267.2420064247083
2021-07-27,277.18801879882807,267.4447056999771
2021-07-28,276.87841796875,267.62091089128813
2021-07-29,277.1493530273438,267.67275359452555
2021-07-30,275.6112060546875,267.65735478997857
2021-08-02,275.5241394042968,267.07469927477547
2021-08-03,277.7489929199218,267.23073550111576
2021-08-04,277.15893554687506,267.4085481283657
2021-08-05,280.07073974609364,267.50796674456035
2021-08-06,280.0126647949218,267.58267856780964
2021-08-09,278.91955566406256,267.4757042551396
2021-08-10,277.0913085937499,267.84008831896375
2021-08-11,277.58465576171886,268.24007088058875
2021-08-12,280.35131835937494,268.5680758909288
2021-08-13,283.29202270507807,268.87101434729095
2021-08-16,284.98495483398443,269.38026212109116
2021-08-17,283.5145263671875,269.91288193693174
2021-08-18,281.7797241210936,270.4541754876313
2021-08-19,287.63372802734364,270.8924353456816
2021-08-20,294.99011230468744,271.2728838100252
2021-08-23,295.2711486816406,271.81070723626397
2021-08-24,293.30358886718756,272.29349100619663
2021-08-25,292.712432861328,272.75747313300764
2021-08-26,289.8823242187501,273.09346311394887
2021-08-27,290.492919921875,273.35140147337944
2021-08-30,294.2437744140626,273.44696745051255
2021-08-31,292.5863952636718,273.7778982313592
2021-09-01,292.53793334960943,274.09433316059443
2021-09-02,291.87884521484375,274.29079546590197
2021-09-03,291.8692016601562,274.4214193370648
2021-09-06,291.4039459228516,274.23530552879544
2021-09-07,290.93869018554693,274.5129968427593
2021-09-08,290.9677734375,274.79609823028227
2021-09-09,288.0989685058594,274.9777245081261
2021-09-10,286.6063232421875,275.11040254981947
2021-09-13,287.8468933105468,275.0027980047243
2021-09-14,290.560791015625,275.32103348594154
2021-09-15,295.4359130859375,275.6446867194342
2021-09-16,295.8236083984375,275.86236319732865
2021-09-17,290.6382446289062,276.0229249809737
2021-09-20,285.23974609374994,275.91643058676715
2021-09-21,285.72436523437494,276.20212512362565
2021-09-22,289.3879699707031,276.47399905666475
2021-09-23,290.3378295898438,276.62035458645187
2021-09-24,290.1343078613282,276.6914376860726
2021-09-27,285.11383056640636,276.2333224179654
2021-09-28,274.79162597656244,276.3884845114562
2021-09-29,275.25686645507807,276.53090620744797
2021-09-30,273.24093627929676,276.5546701972878
2021-10-01,280.19982910156256,276.5164129682932
2021-10-04,274.39428710937506,275.8734026068419
2021-10-05,279.8703308105469,276.0344805150386
2021-10-06,284.0863952636718,276.2252891414988
2021-10-07,285.7728271484374,276.34401499383904
2021-10-08,285.7728271484374,276.4503408522608
2021-10-11,285.1719055175782,276.5502849046611
2021-10-12,283.8634948730468,277.0616549981949
2021-10-13,287.1878967285156,277.6498575031122
2021-10-14,293.4295959472657,278.2078071821096
2021-10-15,294.84469604492193,278.7894724682053
2021-10-18,297.8298645019531,280.4520656585048
2021-10-19,298.7409667968751,281.508090301149
2021-10-20,297.9461669921875,282.63499489145846
2021-10-21,301.1929626464844,283.71301414324404
2021-10-22,299.64230346679676,284.78622916859103
2021-10-25,298.64404296874994,287.6424844449768
2021-10-26,300.5630493164063,288.985835486304
2021-10-27,313.22100830078136,290.3274879233853
2021-10-28,314.3646240234375,291.5381934629408
2021-10-29,321.4108581542968,292.65878313547955
2021-11-01,319.2300720214844,295.11947239346017
2021-11-02,322.87438964843756,296.1699865450456
2021-11-03,323.717529296875,297.13922695544045
2021-11-04,326.0825195312499,297.9017435942285
2021-11-05,325.7142028808593,298.50839915090495
2021-11-08,326.61550903320324,299.1388546062926
2021-11-09,325.6075134277345,299.5334259397601
2021-11-10,320.61605834960943,299.8419835085665
2021-11-11,322.1959228515625,299.95166435073367
2021-11-12,326.35385131835943,299.9276766234948
2021-11-15,325.72381591796875,298.9231949470043
2021-11-16,329.05792236328125,298.8933096239146
2021-11-17,329.2812805175781,298.84978964939444
2021-11-18,331.36883544921875,298.6853658141025
2021-11-19,333.1554260253905,298.46854074926887
2021-11-22,329.9706726074218,297.3764187028116
2021-11-23,327.8830261230469,297.46953034336474
2021-11-24,328.10635375976574,297.6172718279464
2021-11-25,324.11074829101557,297.7052773995325
2021-11-26,320.11514282226557,297.7930771496466
2021-11-29,326.86346435546864,297.8262544974062
2021-11-30,320.9986877441405,298.3304881602232
2021-12-01,320.5035400390625,298.8896563060742
