Date,Actual,Forecast
2021-07-21,150.93284606933588,150.30851910207772
2021-07-22,151.3691711425781,151.41855162430326
2021-07-23,152.9810180664062,151.65372536374056
2021-07-26,153.0522308349609,150.40826990897136
2021-07-27,153.75575256347662,150.82992556966764
2021-07-28,153.32829284667963,150.05789869315373
2021-07-29,153.32829284667963,151.02467023701647
2021-07-30,153.3461303710938,151.01993636877455
2021-08-02,153.4084777832031,151.46782918942824
2021-08-03,155.29634094238276,152.0429715973877
2021-08-04,154.3791046142578,150.4820123693078
2021-08-05,154.67298889160156,150.55540939899112
2021-08-06,154.15650939941412,149.60306515966775
2021-08-09,154.69079589843756,150.75379572636578
2021-08-10,154.74423217773443,150.8737951982987
2021-08-11,154.7709503173828,151.61938924359958
2021-08-12,156.01763916015625,152.01419609259074
2021-08-13,156.95268249511722,150.58657095395122
2021-08-16,158.36859130859378,150.81211493859846
2021-08-17,159.82011413574213,149.93221646182326
2021-08-18,157.7897338867187,150.98425204257796
2021-08-19,159.0186920166016,151.03424915955293
2021-08-20,159.79341125488287,151.62848067971956
2021-08-23,159.1036529541015,152.10130246639483
2021-08-24,157.11497497558594,150.6016961787438
2021-08-25,156.07582092285162,150.7477856376116
2021-08-26,155.24273681640622,149.8268556580762
2021-08-27,154.91128540039062,150.92107062223593
2021-08-30,155.5652160644531,150.99971051891703
2021-08-31,155.09045410156256,151.6621204121554
2021-09-01,155.6368865966797,152.0938103097549
2021-09-02,156.702896118164,150.62478994613306
2021-09-03,156.80143737792972,150.80575299600827
2021-09-06,155.5831527709961,149.90146899747205
2021-09-07,154.36486816406247,150.97317307855172
2021-09-08,153.9886016845703,151.0358654826649
2021-09-09,150.55769348144528,151.66372526003914
2021-09-10,149.57229614257818,152.11329536033807
2021-09-13,148.52421569824222,150.6278692060184
2021-09-14,147.62838745117193,150.79071244837638
2021-09-15,148.18380737304682,149.87708955574686
2021-09-16,148.0046539306641,150.95846157322467
2021-09-17,147.58358764648435,151.02772767681006
2021-09-20,146.74154663085935,151.67119303267145
2021-09-21,147.38655090332037,152.11138509859396
2021-09-22,146.8490600585937,150.63297105779543
2021-09-23,147.682144165039,150.803802404949
2021-09-24,147.2342681884765,149.89400106691275
2021-09-27,146.16827392578125,150.97024174263962
2021-09-28,145.84573364257815,151.03587621692222
2021-09-29,146.92970275878903,151.6714572094375
2021-09-30,144.67224121093747,152.1157456568702
2021-10-01,143.74958801269537,150.63359285033857
2021-10-04,142.62986755371097,150.800291949567
2021-10-05,142.95233154296872,149.88836461857625
2021-10-06,143.24792480468744,150.96682085653782
2021-10-07,144.5289459228516,151.0339635888498
2021-10-08,144.1616363525391,151.67311595696225
2021-10-11,143.55252075195307,152.11526620237368
2021-10-12,141.25923156738287,150.6347205734001
2021-10-13,142.6118927001953,150.80324898312637
2021-10-14,143.4271087646485,149.89219866480224
2021-10-15,144.49311828613284,150.96948525462653
2021-10-18,143.43605041503912,151.03580093893564
2021-10-19,146.79528808593747,151.67315409255963
2021-10-20,146.7147064208985,152.11624264858548
2021-10-21,146.37429809570307,150.63484491223218
2021-10-22,146.66093444824216,150.8024308838706
2021-10-25,146.9834289550781,149.89089649497348
2021-10-26,148.47943115234375,150.96869073534464
2021-10-27,146.6788635253906,151.03535239036253
2021-10-28,145.8816070556641,151.67352278153427
2021-10-29,145.90847778320315,152.11612378239806
2021-11-01,146.0338592529297,150.6350943446227
2021-11-02,148.3360900878906,150.8030991776097
2021-11-03,147.86128234863284,149.89176600205187
2021-11-04,147.44923400878912,150.96929360708634
2021-11-05,146.40115356445307,151.03576688872235
2021-11-08,145.89952087402344,151.67352667700106
2021-11-09,145.5770263671875,152.11634257577526
2021-11-10,147.15365600585935,150.63511891029532
2021-11-11,146.06973266601557,150.8029087827238
2021-11-12,147.81654357910153,149.89146536925858
2021-11-15,146.48179626464838,150.9691092748825
2021-11-16,145.72032165527344,151.0356618999018
2021-11-17,146.26679992675784,151.67360868192068
2021-11-18,145.4784698486328,152.11631339663467
2021-11-19,145.91741943359375,150.63517411665782
2021-11-22,143.99688720703122,150.80305988582418
2021-11-23,144.88951110839847,149.89166262627717
2021-11-24,144.48376464843744,150.96924574247856
2021-11-25,144.0148849487305,151.03575545594907
2021-11-26,143.5460052490234,151.67360852755388
2021-11-29,144.04191589355463,152.1163624534799
2021-11-30,140.5975494384765,150.63517889629537
2021-12-01,142.53616333007812,150.80301563072186
2021-12-02,141.64350891113278,149.89159326244166
2021-12-03,143.70832824707028,150.96920301893152
2021-12-06,146.91828918457026,151.03573092505056
2021-12-07,147.29698181152347,151.67362678002874
2021-12-08,148.18060302734372,152.1163553485634
2021-12-09,149.58723449707037,150.63519112318363
2021-12-10,149.2175445556641,150.80304981054468
2021-12-13,151.88647460937506,149.8916380267346
2021-12-14,153.5455474853515,150.96923392248303
2021-12-15,154.31196594238284,151.03575205187133
2021-12-16,155.99812316894528,151.67362651835055
2021-12-17,151.68812561035162,152.11636635486343
2021-12-20,151.25531005859375,150.63519203463431
2021-12-21,150.76841735839844,150.80303953569324
2021-12-22,151.41761779785156,149.8916220320043
2021-12-23,151.7061309814453,150.96922402928988
2021-12-24,152.3463134765625,151.03574632929318
2021-12-27,152.98649597167974,151.6736305837764
2021-12-28,153.59963989257807,152.11636463655714
2021-12-29,154.6816711425781,150.63519474442936
2021-12-30,155.36692810058594,150.80304727052663
2021-12-31,154.24888610839844,149.89163219369468
2022-01-03,154.67263793945315,150.96923103022164
2022-01-04,154.25790405273443,151.03575110242903
2022-01-05,155.2857666015625,151.67363047490653
2022-01-06,154.75376892089847,152.11636710745688
2022-01-07,156.84567260742185,150.63519491352784
2022-01-10,156.0702209472656,150.8030448874819
2022-01-11,154.4111633300781,149.8916285074414
2022-01-12,153.09475708007812,150.96922874125693
2022-01-13,152.16598510742185,151.0357497693983
2022-01-14,151.33645629882807,151.67363138104037
2022-01-17,151.00284576416018,152.11636669426696
2022-01-18,150.6692352294922,150.63519551449838
2022-01-19,150.20036315917974,150.80304663858158
2022-01-20,149.00112915039065,149.8916308148791
2022-01-21,148.65849304199216,150.96923032785193
2022-01-24,146.94531249999997,151.03575084828222
2022-01-25,151.14707946777344,151.6736313455255
2022-01-26,151.82337951660153,152.1163672493223
2022-01-27,153.81605529785153,150.63519554464722
2022-01-28,154.89807128906247,150.8030460864159
2022-01-31,155.34889221191403,149.89162996574996
2022-02-01,154.07756042480474,150.96922979867304
2022-02-02,155.78172302246094,151.0357505381737
2022-02-03,155.77268981933594,151.67363154763174
2022-02-04,154.75376892089847,152.11636715045222
2022-02-07,154.2398376464844,150.63519567802032
2022-02-08,154.64561462402344,150.80304648300745
2022-02-09,154.6275939941406,149.8916304898555
2022-02-10,152.76109313964838,150.9692301583672
2022-02-11,151.21923828125006,151.03575078214615
2022-02-14,149.3167114257812,151.67363153721072
2022-02-15,150.8585815429688,152.11636727521358
2022-02-16,150.76841735839844,150.63519568306907
2022-02-17,149.84872436523435,150.80304635518124
2022-02-18,148.24249267578122,149.8916302943508
2022-02-21,147.23521423339838,150.96923003611644
2022-02-22,146.22793579101557,151.03575071009166
2022-02-23,146.3005523681641,151.67363158232013
2022-02-24,143.50553894042963,152.11636725165573
2022-02-25,150.63818359375,150.6351957126889
2022-02-28,149.34054565429685,150.8030464450364
2022-03-01,148.82328796386724,149.89163041342766
2022-03-02,150.67448425292966,150.96923011769053
2022-03-03,152.88870239257812,151.0357507652862
2022-03-04,153.7961578369141,151.67363157943902
2022-03-07,156.2735290527344,152.11636727971532
2022-03-08,153.10646057128906,150.6351957134436
2022-03-09,153.68725585937497,150.803046415469
2022-03-10,153.95948791503906,149.8916303684342
2022-03-11,153.67817687988278,150.9692300894671
2022-03-14,155.80163574218753,151.0357507485628
2022-03-15,159.83985900878912,151.67363158951423
2022-03-16,158.36975097656247,152.116367274123
2022-03-17,160.43875122070307,150.63519572002627
2022-03-18,158.66012573242185,150.80304643583483
2022-03-21,159.55850219726565,149.89163039549564
2022-03-22,158.8053283691406,150.9692301079732
2022-03-23,158.2064056396485,151.0357507610548
