Date,Actual,Predicted
2021-07-16,-1.249725341796875,-8.939231988436269e-05
2021-07-19,-0.790130615234375,0.017848550756922814
2021-07-20,1.6528396606445312,0.01721520404626025
2021-07-21,1.0723342895507812,0.017237566033595674
2021-07-22,-0.4757080078125,0.017236776484255367
2021-07-23,0.5079498291015625,0.017236804361391304
2021-07-26,1.1530075073242188,0.017236803377114997
2021-07-27,-0.0161590576171732,0.017236803411867486
2021-07-28,-0.7901382446289205,0.017236803410640458
2021-07-29,0.1290054321289204,0.01723680341068378
2021-07-30,-0.7820739746093892,0.01723680341068225
2021-08-02,0.370880126953125,0.017236803410682306
2021-08-03,2.136604309082017,0.017236803410682303
2021-08-04,-1.0562286376952983,0.017236803410682303
2021-08-05,0.0081100463867187,0.017236803410682303
2021-08-06,1.0642471313476562,0.017236803410682303
2021-08-09,-0.9786529541015484,0.017236803410682303
2021-08-10,0.1060180664062357,0.017236803410682303
2021-08-11,0.6116790771484375,0.017236803410682303
2021-08-12,0.7665863037109375,0.017236803410682303
2021-08-13,0.0897140502929687,0.017236803410682303
2021-08-16,0.3344039916992187,0.017236803410682303
2021-08-17,-0.9542083740234516,0.017236803410682303
2021-08-18,-2.4058761596679545,0.017236803410682303
2021-08-19,-1.1825637817382812,0.017236803410682303
2021-08-20,0.8889541625976562,0.017236803410682303
2021-08-23,0.4159393310546875,0.017236803410682303
2021-08-24,0.1794281005859375,0.017236803410682303
2021-08-25,0.0163040161132812,0.017236803410682303
2021-08-26,-0.8808059692382812,0.017236803410682303
2021-08-27,0.5138092041015625,0.017236803410682303
2021-08-30,-0.358856201171875,0.017236803410682303
2021-08-31,1.1173019409179688,0.017236803410682303
2021-09-01,-0.8481750488281392,0.017236803410682303
2021-09-02,0.5790481567382812,0.017236803410682303
2021-09-03,-0.350685119628892,0.017236803410682303
2021-09-07,-1.2396316528320312,0.017236803410682303
2021-09-08,0.4974899291992045,0.017236803410682303
2021-09-09,-0.7584533691405966,0.017236803410682303
2021-09-10,-0.5872192382812642,0.017236803410682303
2021-09-13,0.9215621948242188,0.017236803410682303
2021-09-14,-1.5739974975585938,0.017236803410682303
2021-09-15,0.7992477416992188,0.017236803410682303
2021-09-16,-0.6279907226562642,0.017236803410682303
2021-09-17,-0.978645324707017,0.017236803410682303
2021-09-20,-0.7503128051757812,0.017236803410682303
2021-09-21,-1.0928497314453125,0.017236803410682303
2021-09-22,1.35382080078125,0.017236803410682303
2021-09-23,1.7126541137695457,0.017236803410682303
2021-09-24,0.6198272705077983,0.017236803410682303
2021-09-27,0.872650146484375,0.017236803410682303
2021-09-28,-0.8889541625976562,0.017236803410682303
2021-09-29,1.394622802734375,0.017236803410682303
2021-09-30,-0.20391845703125,0.017236803410682303
2021-10-01,3.5802764892578125,0.017236803410682303
2021-10-04,0.6442718505859375,0.017236803410682303
2021-10-05,-0.782920837402358,0.017236803410682303
2021-10-06,-0.6442718505859091,0.017236803410682303
2021-10-07,-0.4485778808593892,0.017236803410682303
2021-10-08,1.149932861328125,0.017236803410682303
2021-10-11,-0.6442642211914062,0.017236803410682303
2021-10-12,-1.598487854003892,0.017236803410682303
2021-10-13,0.2365036010741903,0.017236803410682303
2021-10-14,2.1449127197265625,0.017236803410682303
2021-10-15,0.9949722290039203,0.017236803410682303
2021-10-18,-1.8676071166992188,0.017236803410682303
2021-10-19,-0.2772979736328125,0.017236803410682303
2021-10-20,-0.0652770996093607,0.017236803410682303
2021-10-21,-11.067039489746108,0.017236803410682303
2021-10-22,-0.3669891357421733,0.017236803410682303
2021-10-25,-0.1957397460937642,0.017236803410682303
2021-10-26,-0.4159164428710937,0.017236803410682303
2021-10-27,-1.5985031127929688,0.017236803410682303
2021-10-28,0.5464248657226562,0.017236803410682303
2021-10-29,-0.6035079956054688,0.017236803410682303
2021-11-01,0.9623565673828124,0.017236803410682303
2021-11-02,-0.08154296875,0.017236803410682303
2021-11-03,0.7747726440429688,0.017236803410682303
2021-11-04,-0.5879364013671875,0.017236803410682303
2021-11-05,2.354461669921875,0.017236803410682303
2021-11-08,0.7933425903320312,0.017236803410682303
2021-11-09,-1.772125244140625,0.017236803410682303
2021-11-10,-0.5445938110351562,0.017236803410682303
2021-11-11,0.043212890625,0.017236803410682303
2021-11-12,-1.1324157714843608,0.017236803410682303
2021-11-15,-0.0778045654297017,0.017236803410682303
2021-11-16,-0.3544311523437358,0.017236803410682303
2021-11-17,-0.3457717895508096,0.017236803410682303
2021-11-18,-1.2102355957031108,0.017236803410682303
2021-11-19,-0.5273132324218892,0.017236803410682303
2021-11-22,0.3630599975586079,0.017236803410682303
2021-11-23,0.2766418457031108,0.017236803410682303
2021-11-24,-0.0518646240234375,0.017236803410682303
2021-11-26,-0.7953109741210795,0.017236803410682303
2021-11-29,2.325378417968764,0.017236803410682303
2021-11-30,-1.2102355957031392,0.017236803410682303
2021-12-01,-0.1556015014648437,0.017236803410682303
2021-12-02,-0.0172805786132812,0.017236803410682303
