Date,Actual,Predicted
2005-07-26,-0.0054105520248413,0.0
2005-07-27,0.0108193159103393,-0.005410538184262822
2005-07-28,-0.0057094097137451,0.002684327988363159
2005-07-29,-0.0345630645751955,-7.734705458491836e-05
2005-08-01,0.0030063390731813,-0.00863812164596331
2005-08-02,0.0132230520248413,-0.006399760495466039
2005-08-03,0.0009018182754516,-0.003151840687727246
2005-08-04,-0.0153276920318603,-0.0025418914965337686
2005-08-05,0.0084152221679687,-0.004101006820967567
2005-08-08,-0.0102187395095827,-0.002768211891149003
2005-08-09,0.0351636409759525,-0.0034675941505825855
2005-08-10,-0.0132237672805788,-6.619407954373824e-05
2005-08-11,0.018633961677551,-0.0010435586995139415
2005-08-12,0.0631141662597658,0.0003919723583544442
2005-08-15,0.0474849939346313,0.004763869106548468
2005-08-16,-0.0429775714874267,0.007651550972410909
2005-08-17,0.0270490646362304,0.004709717872460724
2005-08-18,-0.0255465507507324,0.005851177275079476
2005-08-19,-0.0141249895095822,0.004236295582868654
2005-08-22,0.0012015104293821,0.0032414103643375186
2005-08-23,-0.0039066076278686,0.003101515853820202
2005-08-24,0.000901460647583,0.002780326907922204
2005-08-25,0.0087157487869262,0.0026830208021152097
2005-08-26,-0.0096172094345092,0.002926072553095885
2005-08-29,0.0030057430267333,0.002448602752961415
2005-08-30,0.0219389200210571,0.0024397032932989265
2005-08-31,0.0096174478530883,0.003143075601293087
2005-09-01,-0.018933892250061,0.003413371552530492
2005-09-02,-0.0012027025222778,0.002685609870681227
2005-09-06,0.0775398015975952,0.0025076848595458946
2005-09-07,-0.0036064386367797,0.004814790860846713
2005-09-08,0.0330598354339599,0.004743580733250392
2005-09-09,0.0459831953048706,0.005538077548403665
2005-09-12,0.0027048587799072,0.006732052329406421
2005-09-13,-0.017431616783142,0.006720514947925897
2005-09-14,-0.0363656282424926,0.006080039974009983
2005-09-15,0.007813811302185,0.004947484928223694
2005-09-16,0.0402736663818359,0.004915807661881648
2005-09-19,0.0429763793945314,0.005766308259237109
2005-09-20,0.0165307521820066,0.006713980955271495
2005-09-21,-0.0324598550796508,0.007024810344677338
2005-09-22,-0.0063101053237915,0.006182566327235357
2005-09-23,0.0390702486038208,0.005820426530105796
2005-09-26,0.0192345380783081,0.006481758976499226
2005-09-27,-0.012021780014038,0.006820689257649889
2005-09-28,-0.0709277391433715,0.0064790805568101725
2005-09-29,0.0378683805465698,0.004941385798187925
2005-09-30,0.0381686687469482,0.005373339444155731
2005-10-03,0.0249452590942382,0.006056041319740489
2005-10-04,-0.0207374095916748,0.0064743296901644334
2005-10-05,-0.0291527509689331,0.0060428015507013495
2005-10-06,-0.032457947731018,0.005373262549303093
2005-10-07,-0.0120221376419067,0.004653664791385952
2005-10-10,-0.0279502868652343,0.004288424407047988
2005-10-11,0.0366656780242919,0.003730561543136064
2005-10-12,-0.0703260898590087,0.004169931968001334
2005-10-13,0.1349431276321411,0.0031035332035699026
2005-10-14,0.0078133344650268,0.004910159820153248
2005-10-17,-0.0168300867080688,0.005274364600346761
2005-10-18,-0.0369666814804077,0.004960459419685037
2005-10-19,0.0820477008819582,0.0043111513477818095
2005-10-20,0.0360652208328244,0.005291963346751305
2005-10-21,-0.0144261121749877,0.005902134028943885
2005-10-24,0.0339608192443847,0.005704086745832202
2005-10-25,-0.0207371711730957,0.006026230095752164
2005-10-26,0.0279510021209716,0.005749456639430269
2005-10-27,-0.0486873388290405,0.005965692203380387
2005-10-28,-0.0282514095306398,0.005338961399509422
2005-10-31,0.0937691926956179,0.004794251782546
2005-11-01,-0.0027053356170654,0.005782871571099996
2005-11-02,0.0736327171325683,0.0058999338830443785
2005-11-03,0.0571038722991945,0.006665780686203354
2005-11-04,-0.0210382938385012,0.007407520624265335
2005-11-07,-0.0276504755020141,0.007210727152673374
2005-11-08,-0.0099173784255981,0.006755708611131353
2005-11-09,0.006310701370239,0.006489457994055644
2005-11-10,0.032158255577088,0.006447005853184439
2005-11-11,0.0108197927474966,0.00671724687756884
2005-11-14,-0.0027047395706172,0.006822601487996817
2005-11-15,0.0249453783035284,0.006735346452388956
2005-11-16,0.0802434682846062,0.006894792952712638
2005-11-17,-0.0129222869873046,0.007664275046964833
2005-11-18,0.0012004375457763,0.007643262353420926
2005-11-21,0.012022376060486,0.0075306894399545495
2005-11-22,0.046885132789612,0.007557458054826147
2005-11-23,0.0177315473556514,0.00793431584790174
2005-11-25,0.0670220851898193,0.008120355376502611
2005-11-28,0.0096163749694819,0.008676085451388059
2005-11-29,-0.0468838214874263,0.008828624968557172
2005-11-30,-0.008415937423706,0.008341776660836603
2005-12-01,0.1136050224304199,0.008060383651613275
2005-12-02,0.0309562683105468,0.008919623117695522
2005-12-05,-0.0243446826934814,0.009363565433689554
2005-12-06,0.0670208930969238,0.00913745922359123
2005-12-07,-0.0030059814453125,0.009527996583456953
2005-12-08,0.0039072036743159,0.009568980027159375
2005-12-09,0.0075149536132816,0.009492869747455349
2005-12-12,0.0174305438995361,0.009463546212342999
2005-12-13,0.0021033287048339,0.00952041470211749
2005-12-14,-0.0892596244812007,0.00948329836484118
2005-12-15,0.0051095485687251,0.008720695463735911
2005-12-16,-0.0321588516235351,0.008451726127559876
2005-12-19,0.0081150531768798,0.008145283773670325
2005-12-20,0.0219385623931884,0.008045475297199324
2005-12-21,0.0417749881744384,0.008145040397237761
2005-12-22,0.0156295299530029,0.008416640102086294
2005-12-23,-0.0201363563537597,0.008549361480605228
2005-12-27,0.0264463424682617,0.008369360727744472
2005-12-28,-0.0198345184326171,0.008421818236633218
2005-12-29,-0.0637149810791015,0.00827665742025989
2005-12-30,0.013223648071289,0.007729879841769094
2006-01-03,0.0859549045562744,0.007589318475095451
2006-01-04,0.0066120624542236,0.008110108599791305
2006-01-05,-0.0177321434020996,0.008292887856293202
2006-01-06,0.0577044486999511,0.008124477190104552
2006-01-09,-0.0075149536132812,0.008369734004124697
2006-01-10,0.1445617675781245,0.008393780730974024
2006-01-11,0.0913648605346679,0.00918330486497268
2006-01-12,0.011720180511475,0.01001209878883455
2006-01-13,0.0390717983245849,0.010223268911469643
2006-01-17,-0.0264482498168945,0.010396407380241626
2006-01-18,-0.066720962524414,0.01025339280802677
2006-01-19,-0.1036872863769526,0.0097211044659863
2006-01-20,-0.0886595249176029,0.008889146131070086
2006-01-23,0.0474867820739746,0.008064220587816223
2006-01-24,-0.0489895343780513,0.0080436426755588
2006-01-25,-0.0552990436553959,0.007828727639719334
2006-01-26,-0.056201696395874,0.007346514628708063
2006-01-27,-0.0090162754058837,0.00685152990665238
2006-01-30,0.0892615318298339,0.006611743674418084
2006-01-31,0.0153260231018066,0.007005654759021443
2006-02-01,-0.0027031898498539,0.0072519593910698316
2006-02-02,-0.0997800827026362,0.007220970744376012
2006-02-03,-0.0075142383575439,0.006655023556212489
2006-02-06,-0.1367464065551757,0.006321125436434117
2006-02-07,0.009016990661621,0.005578929159495621
2006-02-08,0.036365270614624,0.005244078047600419
2006-02-09,-0.1160098314285278,0.005404052676132795
2006-02-10,0.0709282159805297,0.004899225439040741
2006-02-13,-0.0781418085098273,0.004913176439355252
2006-02-14,0.0880595445632941,0.004687211542784259
2006-02-15,0.0474863052368172,0.0048689003540225845
2006-02-16,0.0405721664428702,0.005269828101907681
2006-02-17,-0.0084142684936523,0.005534241437720716
2006-02-21,-0.036365270614624,0.005558236955796684
2006-02-22,0.0673210620880127,0.005337621953784025
2006-02-23,0.0129227638244628,0.005506785344042621
2006-02-24,-0.0087158679962158,0.005691748568151624
2006-02-27,-0.0141253471374511,0.005647673976921954
2006-02-28,-0.0751349925994864,0.0055280680566101685
2006-03-01,0.0183336734771719,0.005139967153451996
2006-03-02,0.015326976776123,0.004996567443483061
2006-03-03,-0.0568032264709472,0.005072102572515979
2006-03-06,-0.0673214197158815,0.004845059508012124
2006-03-07,0.0249451398849491,0.004401427655442408
2006-03-08,-0.0195345878601076,0.004306270772157221
2006-03-09,-0.0519939661025998,0.004263014547621423
2006-03-10,-0.0222395658493039,0.003984094482522876
2006-03-13,0.0748344659805286,0.0037442248415924077
2006-03-14,0.0492900609970099,0.003952492837823396
2006-03-15,-0.0327605009078979,0.00429962876329365
2006-03-16,-0.0577033758163452,0.004271643703218107
