Date,Stocks,Open,High,Low,Volume,Close
2005-07-25,GeneralElectric,102.7168461961389,102.7168461961389,101.25779631092816,3783503.0,101.4620590209961
2005-07-26,GeneralElectric,101.6371106242242,102.45417974619384,101.22857606323936,3420410.0,101.25775909423828
2005-07-27,GeneralElectric,101.2869775344388,101.60796311464112,101.11188857823544,3482466.0,101.5496063232422
2005-07-28,GeneralElectric,101.78298950195312,102.2790637334079,101.54954389785648,3392115.0,101.78298950195312
2005-07-29,GeneralElectric,101.54956678836868,101.8997352734459,100.6449579003361,4118009.0,100.67414093017578
2005-08-01,GeneralElectric,100.87845640856284,101.02436234320356,99.82794111195317,4024132.0,99.94466400146484
2005-08-02,GeneralElectric,99.94466400146484,100.84927336343378,99.79875806682412,4008274.0,99.94466400146484
2005-08-03,GeneralElectric,99.9738249086794,100.35317653834096,99.47775041535292,3738014.0,99.82791900634766
2005-08-04,GeneralElectric,99.65285847718452,99.8571212050403,99.18595764193611,3926228.0,99.24432373046876
2005-08-05,GeneralElectric,98.7774131822006,99.24431397153754,98.48561064124372,3893802.0,98.6606903076172
2005-08-08,GeneralElectric,98.77742221056415,99.12760015732432,98.33971371362016,2958974.0,98.5147933959961
2005-08-09,GeneralElectric,99.12758272871028,100.03219189861802,98.92331074718123,3654404.0,99.6236572265625
2005-08-10,GeneralElectric,100.09060085716304,100.6158586677361,98.83582243901948,4342070.0,98.86500549316406
2005-08-11,GeneralElectric,99.27349635491596,100.70335388183594,99.0692243574965,4432609.0,100.70335388183594
2005-08-12,GeneralElectric,100.14893602636369,100.84927336343378,99.8571241570822,3586797.0,99.94466400146484
2005-08-15,GeneralElectric,99.565290240351,100.00300794734623,99.27348772668994,2853955.0,99.82791900634766
2005-08-16,GeneralElectric,99.53615999244536,99.79878889773188,98.83582243901948,3461454.0,98.86500549316406
2005-08-17,GeneralElectric,98.86494713305218,100.3239874869196,98.80658105921658,3362777.0,99.50692749023438
2005-08-18,GeneralElectric,99.33186479442725,100.0322114104147,99.04005293018211,2846443.0,99.18595886230467
2005-08-19,GeneralElectric,99.47769490177132,99.97376911826332,98.80653184198916,2832233.0,99.06916046142578
2005-08-22,GeneralElectric,99.4193812399195,99.9154650087895,98.68986104199644,2836031.0,99.12757873535156
2005-08-23,GeneralElectric,99.21511855762174,99.44856427767694,98.57313818196884,3203547.0,99.12757873535156
2005-08-24,GeneralElectric,98.98170543287512,99.50696312147112,97.87283325195312,4046438.0,97.87283325195312
2005-08-25,GeneralElectric,97.75604248046876,98.10622025701942,97.49341379355556,3419492.0,97.75604248046876
2005-08-26,GeneralElectric,97.75605996664468,97.90196585113983,97.20162875476456,3672223.0,97.40589141845705
2005-08-29,GeneralElectric,96.79311188019396,98.10625579037074,96.58884917905668,3876650.0,98.04788970947266
2005-08-30,GeneralElectric,97.7560326666072,97.93112153730512,95.85927527987432,5590871.0,96.99732971191406
2005-08-31,GeneralElectric,96.8806435752428,98.28132719814502,96.1803064092928,5685479.0,98.07706451416016
2005-09-01,GeneralElectric,97.55182488518004,97.84363673667852,96.29704693114196,5616578.0,96.70558166503906
2005-09-02,GeneralElectric,97.46427412579344,97.63935378427269,96.90983352826908,4203853.0,97.26000213623048
2005-09-05,,97.53724288545129,98.3980731357353,97.26002258668912,4969642.5,98.1500358581543
2005-09-06,GeneralElectric,97.61021164510916,99.15679248719792,97.61021164510916,5735432.0,99.04006958007812
2005-09-07,GeneralElectric,98.8941550722856,99.3610466165298,98.28134830670984,4572538.0,99.24432373046876
2005-09-08,GeneralElectric,99.24434386208772,99.24434386208772,98.4272742029144,3730607.0,98.7774429321289
2005-09-09,GeneralElectric,99.04005354000677,99.88630609332748,98.92333065179088,4058060.0,99.15677642822266
2005-09-12,GeneralElectric,99.21511671888592,100.76170619934167,99.18593368166933,5012752.0,100.46989440917967
2005-09-13,GeneralElectric,100.23642816402092,100.4990568631773,99.39018529507258,4431232.0,100.03216552734376
2005-09-14,GeneralElectric,100.00298795776256,100.44069628626193,99.21510181726303,3512931.0,99.36100769042967
2005-09-15,GeneralElectric,99.41937317865283,100.38234830955189,99.41937317865283,3933510.0,100.32398223876952
2005-09-16,GeneralElectric,100.73250712918232,100.90759603361217,99.85708118903425,8371210.0,100.58660125732422
2005-09-19,GeneralElectric,100.09052776526232,100.17806757276207,98.89411632909687,4939553.0,99.36100769042967
2005-09-20,GeneralElectric,99.62366379858852,99.85710954344816,98.4856088241454,3982462.0,98.74823760986328
2005-09-21,GeneralElectric,97.8143919788792,98.45637207252632,97.75602592900304,4592757.0,97.90193176269533
2005-09-22,GeneralElectric,97.9019680398482,98.51881955594612,97.4026191762095,4535104.0,97.81385040283205
2005-09-23,GeneralElectric,97.81385179101936,98.63631425593692,97.6963584892209,3261388.0,98.10758972167967
2005-09-26,GeneralElectric,98.63633407028394,98.75382739568478,97.31452246911158,4066469.0,97.72575378417967
2005-09-27,GeneralElectric,98.31321210630196,99.40003696486448,97.57887654649616,4553299.0,98.81256103515624
2005-09-28,GeneralElectric,98.9300467390706,98.98879806845297,97.69636234532874,3502247.0,98.37195587158205
2005-09-29,GeneralElectric,97.81384560534434,99.13565685739704,97.167627810155,4607530.0,98.8419189453125
2005-09-30,GeneralElectric,98.84190633795431,99.19438617610004,97.9313264084996,4439182.0,98.9006576538086
2005-10-03,GeneralElectric,98.69502271326576,98.78314032160723,97.52008074197,5062121.0,97.60820770263672
2005-10-04,GeneralElectric,97.90197928677016,98.25446857998512,96.49205017089844,5655765.0,96.49205017089844
2005-10-05,GeneralElectric,96.63892423393888,97.2264001853104,95.96333063079358,4806323.0,95.99270629882812
2005-10-06,GeneralElectric,97.46140140296328,99.1063174786523,97.46140140296328,6979330.0,98.66571044921876
2005-10-07,GeneralElectric,99.57625673382177,100.7511990576862,98.9300389233127,5994152.0,100.5162124633789
2005-10-10,GeneralElectric,100.54562952070287,100.72186486282595,99.7525424241533,3668509.0,99.84066009521484
2005-10-11,GeneralElectric,99.84064559859704,100.1050079257288,98.95944095893468,3814573.0,99.28255462646484
2005-10-12,GeneralElectric,98.63633664373504,100.01689026746172,98.63633664373504,3861062.0,99.28255462646484
2005-10-13,GeneralElectric,99.13567742746922,100.4868552692296,99.13567742746922,4180336.0,99.92876434326172
2005-10-14,GeneralElectric,101.0449809657108,101.27996766231732,100.1637761772703,5795840.0,100.86873626708984
2005-10-17,GeneralElectric,100.48687313126776,101.33871153401736,99.69378607450012,4999565.0,99.89940643310548
2005-10-18,GeneralElectric,99.87001037597656,101.1036948664798,99.72314139333008,4141650.0,99.87001037597656
2005-10-19,GeneralElectric,99.66440398606018,101.07433319091795,99.57627698102972,4813229.0,101.07433319091795
2005-10-20,GeneralElectric,101.22122117461716,101.22122117461716,99.10633145122812,4263196.0,99.51756286621094
2005-10-21,GeneralElectric,99.72311440483864,100.07559425639936,98.84191009977332,4695648.0,99.07689666748048
2005-10-24,GeneralElectric,99.16502166660158,100.2812219747062,99.16502166660158,3446889.0,100.25184631347656
2005-10-25,GeneralElectric,99.89940513568985,100.25188515000949,98.7832043951807,3907824.0,99.6056671142578
2005-10-26,GeneralElectric,99.8112532103338,100.4574710848242,98.95942438354923,4499464.0,98.98880004882812
2005-10-27,GeneralElectric,98.7831892868022,98.95943394317196,98.13697134988624,3590490.0,98.6363296508789
2005-10-28,GeneralElectric,98.93004384812444,100.13436189431114,98.46007063611424,4510127.0,100.0168685913086
2005-10-31,GeneralElectric,99.87002946308036,100.28126082261892,99.4000561106542,5443681.0,99.6056671142578
2005-11-01,GeneralElectric,99.78190093839083,99.81126725547308,98.54820699403716,4302633.0,98.69507598876952
2005-11-02,GeneralElectric,98.69508544032642,99.78191049402776,98.43072309495751,4780595.0,99.31192779541016
2005-11-03,GeneralElectric,99.57629261788615,100.3106376801406,99.2825639453158,3754499.0,99.811279296875
2005-11-04,GeneralElectric,99.81126167218451,100.1637509807566,99.13567742746922,3475851.0,99.92876434326172
2005-11-07,GeneralElectric,100.1637509807566,100.25186863173474,99.7231440212064,3107521.0,99.92876434326172
2005-11-08,GeneralElectric,99.51754366746276,99.72315465912176,99.07693666091102,3092435.0,99.16505432128906
2005-11-09,GeneralElectric,99.4294123187856,100.31062629346064,99.01819035340036,3723679.0,99.6350326538086
2005-11-10,GeneralElectric,99.78184850226693,102.04360551651594,99.6349795847153,6067163.0,101.3386459350586
2005-11-11,GeneralElectric,101.48556649275577,102.16116017859252,101.0449688276286,2881060.0,101.77930450439452
2005-11-14,GeneralElectric,101.80869436498986,101.80869436498986,100.75124485757954,2967655.0,101.04498291015624
2005-11-15,GeneralElectric,101.07435858588038,101.69120101442564,100.7218691818554,3123922.0,101.04498291015624
2005-11-16,GeneralElectric,101.0155774383059,101.95553331789728,100.89808412239816,3438480.0,101.45618438720705
2005-11-17,GeneralElectric,101.5736757871678,102.13176668912008,101.04495119939136,3363716.0,101.80866241455078
2005-11-18,GeneralElectric,104.15858495400852,105.1572831566948,103.54173314427152,12345409.0,105.01041412353516
2005-11-21,GeneralElectric,105.03976315552238,106.74343041474437,104.71664949406788,7071892.0,106.33219909667967
2005-11-22,GeneralElectric,105.89162956898473,106.42035440034704,105.42165609769984,5369251.0,105.92100524902344
2005-11-23,GeneralElectric,105.89157042949756,106.15593269753478,105.4803391956254,3657533.0,105.56846618652344
2005-11-24,,105.81814677128096,106.2734368905889,105.49503782808787,2802248.0,105.95033264160156
2005-11-25,GeneralElectric,105.74472311306435,106.390941083643,105.50973646055036,1946963.0,106.33219909667967
2005-11-28,GeneralElectric,106.3321920488402,106.3321920488402,105.56848080262436,3903671.0,105.68597412109376
2005-11-29,GeneralElectric,106.1265518706134,106.42028978799232,105.33347445741514,4871321.0,105.5390853881836
2005-11-30,GeneralElectric,105.5978099575231,106.214661352826,104.92222595214844,5073076.0,104.92222595214844
2005-12-01,GeneralElectric,105.30415218985443,105.45102122301408,104.68730973245016,4450429.0,105.01041412353516
2005-12-02,GeneralElectric,105.01035929479524,105.01035929479524,103.57105474412975,5308906.0,104.2760238647461
2005-12-05,GeneralElectric,104.04105641175256,105.33349224366238,103.98230507742502,5041777.0,105.06912994384766
2005-12-06,GeneralElectric,105.45097977214527,106.03844632152864,104.9222552015357,5533260.0,105.15724182128906
2005-12-07,GeneralElectric,105.15723719306094,105.30410616202498,104.0116704579358,5892805.0,104.4816436767578
2005-12-08,GeneralElectric,104.48165186263508,104.74601415701676,103.60044733213932,4541405.0,103.83543395996094
2005-12-09,GeneralElectric,104.0704054533571,105.15723013939252,103.80604319742028,3640757.0,104.36414337158205
2005-12-12,GeneralElectric,104.7460551462385,104.95167554029284,104.12921266874162,2871378.0,104.4229507446289
2005-12-13,GeneralElectric,104.27603134951772,104.80475588984903,103.83542444846546,5297784.0,104.18790435791016
2005-12-14,GeneralElectric,104.77539197686916,105.4216098928241,104.42291202789276,4570242.0,105.06912994384766
2005-12-15,GeneralElectric,105.56849276686668,106.21471076785004,105.06914376869736,7100834.0,105.7447280883789
2005-12-16,GeneralElectric,105.83288756124094,106.50847208812957,105.80351188120224,7241263.0,105.92100524902344
2005-12-19,GeneralElectric,105.74469741622788,106.06781099916309,104.71662404706171,4397136.0,105.21597290039062
2005-12-20,GeneralElectric,104.7754333425818,104.98104438924496,103.9236041248345,4383761.0,104.3935775756836
2005-12-21,GeneralElectric,104.74600457679472,104.74600457679472,103.54168652894586,4767553.0,103.74730682373048
2005-12-22,GeneralElectric,104.04313513612767,104.90104571317,104.04313513612767,3647142.0,104.78271484375
2005-12-23,GeneralElectric,105.19686817722112,105.2264532493256,104.69395962743664,2234646.0,104.78271484375
2005-12-26,,105.21166848467377,105.27083392593802,104.16147365896764,2898055.5,104.25022888183594
2005-12-27,GeneralElectric,105.2264687921264,105.31521460255044,103.62898769049863,3561465.0,103.71774291992188
