Date,Actual,Forecast
2005-07-26,-0.2042999267578125,
2005-07-27,0.2918472290039204,-0.20429938117287552
2005-07-28,0.2333831787109233,0.04273320201099262
2005-07-29,-1.1088485717773438,0.10670762849369189
2005-08-01,-0.7294769287109375,-0.19219361818279979
2005-08-02,0.0,-0.30143131816848706
2005-08-03,-0.1167449951171875,-0.2541808097028689
2005-08-04,-0.583595275878892,-0.23403026800428506
2005-08-05,-0.5836334228515625,-0.2758200983007834
2005-08-08,-0.1458969116211079,-0.3100625305267187
2005-08-09,1.1088638305664062,-0.29546503335939045
2005-08-10,-0.7586517333984375,-0.17291778961627435
2005-08-11,1.838348388671875,-0.21394444640376886
2005-08-12,-0.7586898803710938,-0.06678634463983824
2005-08-15,-0.1167449951171875,-0.10536515040680738
2005-08-16,-0.9629135131835938,-0.10882090794934234
2005-08-17,0.6419219970703125,-0.15872551998893414
2005-08-18,-0.3209686279297017,-0.11829570244550258
2005-08-19,-0.116798400878892,-0.1255299706360279
2005-08-22,0.0584182739257812,-0.1259270803878794
2005-08-23,0.0,-0.11742816867728156
2005-08-24,-1.2547454833984375,-0.111579599734047
2005-08-25,-0.1167907714843607,-0.15838562760032238
2005-08-26,-0.3501510620117187,-0.1613521350479563
2005-08-29,0.6419982910156108,-0.1682584428417786
2005-08-30,-1.0505599975585938,-0.13992791610053523
2005-08-31,1.0797348022460938,-0.1679443957184904
2005-09-01,-1.3714828491210938,-0.1305391968211913
2005-09-02,0.5544204711914205,-0.16470884335677072
2005-09-06,1.780067443847642,-0.1479134097748228
2005-09-07,0.2042541503906392,-0.08855696042863981
2005-09-08,-0.4668807983398579,-0.07245615417885104
2005-09-09,0.37933349609375,-0.08201465287557402
2005-09-12,1.313117980957017,-0.07152664537390835
2005-09-13,-0.4377288818359091,-0.034533390376605855
2005-09-14,-0.6711578369140909,-0.03875681244122786
2005-09-15,0.9629745483398438,-0.0554345475635335
2005-09-16,0.2626190185547017,-0.034622153043082804
2005-09-19,-1.2255935668945457,-0.023813503048852103
2005-09-20,-0.612770080566392,-0.04856506984787301
2005-09-21,-0.8463058471679545,-0.0653338123451298
2005-09-22,-0.0880813598632812,-0.08352840301031972
2005-09-23,0.2937393188476278,-0.08682198258983402
2005-09-26,-0.3818359375,-0.07951040579093371
2005-09-27,1.0868072509765625,-0.08359683654067879
2005-09-28,-0.4406051635741903,-0.06354745306636023
2005-09-29,0.4699630737304545,-0.06539807539727033
2005-09-30,0.0587387084960937,-0.0577322121139191
2005-10-03,-1.292449951171875,-0.05355658219623324
2005-10-04,-1.1161575317382812,-0.07340495329033558
2005-10-05,-0.4993438720703125,-0.09520607870017583
2005-10-06,2.673004150390639,-0.10580213321075194
2005-10-07,1.850502014160142,-0.06511736623700282
2005-10-10,-0.6755523681640625,-0.025119224460211198
2005-10-11,-0.55810546875,-0.026693610635195153
2005-10-12,0.0,-0.03696398227311759
2005-10-13,0.646209716796875,-0.03863971307774962
2005-10-14,0.939971923828125,-0.02918516127633275
2005-10-17,-0.9693298339843608,-0.013488145306214117
2005-10-18,-0.0293960571289204,-0.021891944620937576
2005-10-19,1.204322814941392,-0.025966349355280884
2005-10-20,-1.556770324707017,-0.010683969085861555
2005-10-21,-0.4406661987304545,-0.02440161213166614
2005-10-24,1.1749496459960795,-0.03579953632944899
2005-10-25,-0.6461791992187642,-0.02336230168626674
2005-10-26,-0.6168670654296733,-0.02545477950042352
2005-10-27,-0.3524703979492187,-0.034692081313798195
2005-10-28,1.3805389404296875,-0.0406291315739708
2005-10-31,-0.4112014770507954,-0.026628216805465454
2005-11-01,-0.9105911254882812,-0.024780991774901284
2005-11-02,0.6168518066406392,-0.03558168226009906
2005-11-03,0.4993515014648437,-0.03262550216892146
2005-11-04,0.1174850463867187,-0.02459298704449364
2005-11-07,0.0,-0.02100219610784676
2005-11-08,-0.7637100219726562,-0.020218860459058352
2005-11-09,0.4699783325195312,-0.02714363497239325
2005-11-10,1.70361328125,-0.025635457401702755
2005-11-11,0.4406585693359233,-0.007835817946840073
2005-11-14,-0.7343215942382812,0.003355689088909042
2005-11-15,0.0,-0.0012761230174529459
2005-11-16,0.4112014770508096,-0.0043437990215046685
2005-11-17,0.3524780273437358,-0.0008084242547338194
2005-11-18,3.201751708984375,0.003860320273422868
2005-11-21,1.321784973144517,0.0314647611171357
2005-11-22,-0.4111938476562358,0.05514678886388724
2005-11-23,-0.3525390625,0.05678303625599501
2005-11-25,0.7637329101562358,0.05163894841053174
2005-11-28,-0.6462249755859091,0.05537896835370071
2005-11-29,-0.1468887329101704,0.05308543683290101
2005-11-30,-0.6168594360351562,0.04867155061387041
2005-12-01,0.0881881713867187,0.04301547280511564
2005-12-02,-0.7343902587890625,0.040566926465743974
2005-12-05,0.7931060791015625,0.03531837797254078
2005-12-06,0.0881118774414062,0.03732795496607055
2005-12-07,-0.6755981445312642,0.0408477993440925
2005-12-08,-0.6462097167968608,0.03624666206787619
2005-12-09,0.528709411621108,0.028757266888284394
2005-12-12,0.0588073730468607,0.02916720497611064
2005-12-13,-0.23504638671875,0.031454561095666134
2005-12-14,0.8812255859375,0.029893274941497794
2005-12-15,0.67559814453125,0.034052368253167487
2005-12-16,0.1762771606445312,0.04152204570417595
2005-12-19,-0.7050323486328125,0.0449941448829686
2005-12-20,-0.8223953247070312,0.04111073856492886
2005-12-21,-0.6462707519531108,0.03294855658402773
2005-12-22,1.035408020019517,0.025460475921095904
2005-12-23,0.0,0.028345228187449667
2005-12-27,-1.064971923828125,0.03241697089366766
2005-12-28,0.1479187011718892,0.026264087077358722
2005-12-29,0.2366256713867187,0.022338220600811115
2005-12-30,-0.4141769409179829,0.024006115882123924
2006-01-03,0.9466934204101562,0.022601177561467345
2006-01-04,-0.1479034423828125,0.025542126899095408
2006-01-05,-0.2662277221679687,0.02852754305546948
2006-01-06,0.7099533081054688,0.02630727022669538
2006-01-09,-0.2662277221679687,0.028460195062529836
2006-01-10,-0.562110900878892,0.029885685970473974
2006-01-11,0.7100219726562358,0.025797278039473515
2006-01-12,-1.2720947265625,0.026569220823014605
2006-01-13,0.2958450317382812,0.023375518235548398
2006-01-17,-0.4732818603515625,0.019189022757697682
2006-01-18,-0.3549957275390625,0.01811594746848233
2006-01-19,-0.4142150878906392,0.014382698433514862
2006-01-20,-3.8753204345702974,0.010940551013933153
2006-01-23,-0.2366943359375,-0.00774999536043941
2006-01-24,-0.9762191772460938,-0.024975150413925312
2006-01-25,-0.591682434082017,-0.02988774061814603
2006-01-26,0.7691955566406108,-0.03620540964813024
2006-01-27,-0.2070846557617187,-0.03522545638803398
2006-01-30,-0.059211730957017,-0.03254418480171209
2006-01-31,-0.5324554443359659,-0.03338391733669323
2006-02-01,1.1537475585937642,-0.03546168791030391
2006-02-02,-0.709991455078125,-0.032920659026554056
2006-02-03,-0.147926330566392,-0.030535993012578477
2006-02-06,-0.2958297729492471,-0.033834094579197865
2006-02-07,-1.3016281127929543,-0.03529183758573762
2006-02-08,1.2720413208007812,-0.04105179530596126
2006-02-09,0.5325088500976562,-0.04157344244944139
2006-02-10,1.064964294433608,-0.03399809167673851
2006-02-13,-0.0887298583984517,-0.02773158935434239
2006-02-14,0.6212310791015625,-0.02335531106814509
2006-02-15,0.0,-0.021410687418377594
2006-02-16,-0.325439453125,-0.01863897385730752
2006-02-17,0.7691650390625,-0.019588855503025138
2006-02-21,-0.7395858764648438,-0.018265372124676937
2006-02-22,0.8283233642578125,-0.01731153291383447
2006-02-23,-0.3874893188476704,-0.017622891647856576
2006-02-24,-0.3575744628906108,-0.01524481983687731
2006-02-27,0.5364456176757812,-0.017881050385489983
2006-02-28,-1.3411788940429688,-0.01759347145594059
2006-03-01,-0.3278732299804829,-0.019305540040620572
2006-03-02,0.2682571411132812,-0.02578633367671279
2006-03-03,0.625816345214858,-0.026181334343925333
2006-03-06,0.1193084716796875,-0.023032977584038106
2006-03-07,0.1489944458007812,-0.019896052475422227
2006-03-08,0.8345413208007812,-0.018829167546258935
2006-03-09,-0.6855392456054688,-0.015719693921085742
2006-03-10,1.341217041015625,-0.014011349519244765
2006-03-13,0.0596160888671732,-0.013112603113431875
2006-03-14,0.3278350830078267,-0.007227680987520385
2006-03-15,1.907508850097656,-0.006051442664872897
2006-03-16,-0.1192855834960937,0.000398024161791799
2006-03-17,0.3874816894531392,0.008096033458243002
2006-03-20,-0.0297775268554829,0.008535658745220887
2006-03-21,-0.4768524169922017,0.010030035202715865
2006-03-22,0.5662384033203267,0.008644642644748679
2006-03-23,-1.2219009399414062,0.007982501304483858
2006-03-24,-0.5067901611328125,0.007329887946762259
2006-03-27,-0.4767837524414062,0.0009308243213982381
2006-03-28,-0.5662841796875,-0.0023354226088774244
2006-03-29,0.9835205078125,-0.005649095469847598
2006-03-30,2.1459503173828267,-0.005716836681983195
2006-03-31,0.3874206542968608,0.0033470523545600095
2006-04-03,-0.268226623535142,0.013210459761847426
2006-04-04,0.029769897460909,0.014156659679706585
2006-04-05,-0.834480285644517,0.01300493868607491
2006-04-06,0.2681961059570454,0.011241068791223774
2006-04-07,-1.4305572509765767,0.00823803564393083
2006-04-10,-0.3278579711914062,0.006296870364838059
2006-04-11,0.387451171875,-0.00043282151615692266
2006-04-12,1.2219619750976562,-0.0010116350051127543
2006-04-13,-1.6988143920898295,0.003097580084610918
2006-04-17,-1.7882995605468892,0.0048139043987454055
2006-04-18,1.72869873046875,-0.005878897062558286
2006-04-19,0.0596008300781392,-0.009987511262632864
2006-04-20,0.685523986816392,-0.0025516158722551016
2006-04-21,-0.4471359252929545,-0.000986016074844942
2006-04-24,-0.1192016601562642,0.0010625062991249101
2006-04-25,0.1192016601562642,-0.0010418781052758536
2006-04-26,0.4768905639648437,-0.0013190831831400157
2006-04-27,0.894142150878892,4.667607226854775e-05
2006-04-28,0.4768218994140625,0.003635146972330361
2006-05-01,-0.5961151123046875,0.008203227510838074
2006-05-02,0.2682647705078125,0.00912785202444144
2006-05-03,-0.2383651733398437,0.007027421715073756
2006-05-04,1.1921844482422017,0.007712089375439463
2006-05-05,1.0729522705077983,0.008642956323446915
2006-05-08,-0.4769287109375,0.015355032100019983
2006-05-09,0.0,0.01900212268185203
2006-05-10,-0.8941345214843892,0.016889035521906865
2006-05-11,-0.5662841796874716,0.015386896840692499
2006-05-12,-0.6854858398437642,0.010665609220677497
2006-05-15,0.834503173828125,0.007178261091265181
2006-05-16,0.685539245605483,0.005516810382792836
2006-05-17,-1.1027526855468892,0.010009953802317173
2006-05-18,-0.80474853515625,0.011214388712483592
2006-05-19,0.0298690795898579,0.005355071057721705
2006-05-22,-0.2682723999023579,0.001987760850489958
2006-05-23,-0.1788177490234517,0.0017244004584892614
2006-05-24,0.7450408935547017,0.0003398015039763336
2006-05-25,0.4769287109375,0.0006070064908813011
2006-05-26,-0.2682647705078125,0.0043766497781096425
2006-05-30,-0.834503173828125,0.0059982719130677875
2006-05-31,0.6258392333984375,0.0037428820542412256
2006-06-01,0.8643035888671875,0.001027757627226178
2006-06-02,0.3279495239257812,0.0047538062220742194
2006-06-05,-1.311439514160142,0.008770523443203004
2006-06-06,0.9834899902343608,0.008472925364521489
2006-06-07,-0.4469680786132812,0.00412218583712487
2006-06-08,0.5066146850585938,0.007691411150072824
2006-06-09,-1.49017333984375,0.006374984489690649
2006-06-12,-0.5960693359375,0.006722397039759409
2006-06-13,-0.4173355102539062,-0.00026047633574555196
2006-06-14,0.5067138671875,-0.003237515709933969
2006-06-15,0.6258697509765625,-0.004404589643764667
2006-06-16,-0.5364608764648438,-0.0015611892983282694
2006-06-19,-0.6258773803710938,0.0004911835509444629
2006-06-20,-0.0595932006836079,-0.0024363240432460076
2006-06-21,-0.0894393920898437,-0.005115128453805441
2006-06-22,-0.5405197143554545,-0.005431802606544675
2006-06-23,-0.2401657104492187,-0.006333979209545149
2006-06-26,0.1501235961914062,-0.008813965156413722
2006-06-27,-0.9909515380859232,-0.009627259820816358
2006-06-28,0.150154113769517,-0.009919306665899907
2006-06-29,1.020965576171875,-0.013884769514986517
2006-06-30,-0.9308929443359376,-0.012210832258253923
2006-07-03,1.1110458374023438,-0.008732763410198796
2006-07-05,-0.0600738525390625,-0.011572170875664423
2006-07-06,0.5705490112304545,-0.006901437938740658
2006-07-07,-0.6005477905273295,-0.0066081209350101755
2006-07-10,0.4504318237304545,-0.004707270592686386
2006-07-11,-0.5705261230468608,-0.006815111134616303
2006-07-12,-0.6005783081054545,-0.005375776348205741
2006-07-13,-1.1710815429687642,-0.008249171835494007
2006-07-14,-1.6815414428710938,-0.011697865319851175
2006-07-17,0.7507095336914205,-0.01792499983067608
2006-07-18,0.3002319335937358,-0.02429693302495317
2006-07-19,1.2611541748047017,-0.020786592956417216
2006-07-20,-1.201042175292983,-0.01844580177398325
