Date,Actual,Forecast
2021-07-21,142.2911682128906,137.551589115838
2021-07-22,143.66125488281253,137.55075260289712
2021-07-23,145.38362121582037,137.44660848719354
2021-07-26,145.80445861816403,138.2322380028622
2021-07-27,143.63191223144537,138.6809759088754
2021-07-28,141.88017272949224,139.12683369405127
2021-07-29,142.52604675292974,139.17429168593358
2021-07-30,142.74137878417972,139.14327470175584
2021-08-02,142.40861511230472,140.30045221428355
2021-08-03,144.2093048095703,140.91173209771063
2021-08-04,143.80802917480474,141.53164110792542
2021-08-05,143.9156951904297,141.75215474902436
2021-08-06,143.22962951660153,141.89379821967677
2021-08-09,143.18064880371097,143.55875512004073
2021-08-10,142.7004089355469,144.31794232549572
2021-08-11,142.95520019531256,145.0658725843606
2021-08-12,145.92486572265628,145.37989367297843
2021-08-13,146.13069152832028,145.58596745928136
2021-08-16,148.1104736328125,147.30111293901624
2021-08-17,147.19895935058597,148.02140843167993
2021-08-18,143.44528198242188,148.70010770784083
2021-08-19,143.77848815917972,148.90511014343733
2021-08-20,145.23881530761713,148.97392799582218
2021-08-23,146.72854614257815,150.18045664443915
2021-08-24,146.6403198242187,150.7044602809142
2021-08-25,145.40544128417966,151.17741103412126
2021-08-26,144.60174560546878,151.164148559544
2021-08-27,145.64068603515625,151.0133815508374
2021-08-30,150.0706176757813,151.6138345997737
2021-08-31,148.80636596679688,151.95855891014372
2021-09-01,149.47274780273432,152.26582198114775
2021-09-02,150.59007263183588,152.09856086066281
2021-09-03,151.22711181640622,151.80996019514083
2021-09-06,152.39831542968744,152.10341500390462
2021-09-07,153.5695190429687,152.3761997217544
2021-09-08,152.0210113525391,152.62364822259715
2021-09-09,151.00175476074224,152.40525835581926
2021-09-10,146.00326538085932,152.0737397828477
2021-09-13,146.57170104980466,152.27234613511382
2021-09-14,145.17024230957037,152.51755049219466
2021-09-15,146.0620727539062,152.73657873186534
2021-09-16,145.82685852050784,152.4870308324844
2021-09-17,143.15124511718756,152.12207441759648
2021-09-20,140.09339904785162,152.21189792729774
2021-09-21,140.5736083984375,152.42041525294883
2021-09-22,142.94541931152344,152.6050050905963
2021-09-23,143.90588378906256,152.32520653729264
